Rotulo,Direccion,CodPostal,CCAA,Provincia,Municipio,Localidad,Longitud,Latitud,FechaPvp,HoraPvp,Horario
REPSOL,CARRETERA N-634 KM. 1018,48960,Pa#s Vasco,BIZKAIA,Galdakao,ELEXALDE GALDAKAO,-2.838194,43.227389,19/09/2025,19:00,L-V: 06:00-22:00  S-D: 08:00-22:00
VALCARCE,CALLE DEIDA 4,1207,Pa#s Vasco,ARABA/#LAVA,San Mill#n/Donemiliaga,DURRUMA/SAN ROMAN DE SAN,-2.314083,42.871167,18/09/2025,00:01,L-D: 24H
FUEL TRUCK,CALLE ARA#ABURU 7,20180,Pa#s Vasco,GIPUZKOA,Oiartzun,OIARTZUN,-1.854333,43.319444,15/09/2025,08:54,L-D: 24H
GACELA,CALLE ANTXOTXIPI 10    ZAISA III 10,20305,Pa#s Vasco,GIPUZKOA,Irun,IRUN,-1.768694,43.337278,11/09/2025,00:30,L-D: 24H
ADS,CALLE DEIDA 6,1250,Pa#s Vasco,ARABA/#LAVA,Asparrena,ARAIA,-2.312056,42.870861,19/09/2025,09:22,L-D: 24H
O#ATRANS,CALLE MAASTRICHT 2,1230,Pa#s Vasco,ARABA/#LAVA,Iru#a Oka/Iru#a de Oca,NANCLARES DE LA OCA,-2.773139,42.825472,15/09/2025,12:01,L-D: 24H
MOEVE,CALLE POLIGONO OKITURRI 4,1207,Pa#s Vasco,ARABA/#LAVA,San Mill#n/Donemiliaga,DURRUMA/SAN ROMAN DE SAN,-2.324083,42.863583,07/09/2025,00:00,L-D: 24H
MOEVE,POLIGONO INDUSTRIAL LEIZOTZ PARCELA A-1 N,20140,Pa#s Vasco,GIPUZKOA,Andoain,LEIZOTZ,-2.000389,43.232028,19/09/2025,00:00,L-D: 06:00-22:00
AVIA,CALLE URARTEA 23,1010,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.712722,42.863778,19/09/2025,14:37,L-D: 06:30-22:30
GUGAS,CARRETERA LOGRO#O KM. 10,1320,Pa#s Vasco,ARABA/#LAVA,Oy#n/Oion,OYON-OION,-2.432278,42.490611,16/09/2025,01:08,L-D: 07:00-23:00
AVIA,CARRETERA N 634 KM. 96700,48960,Pa#s Vasco,BIZKAIA,Galdakao,ERLECHES,-2.792667,43.231972,09/09/2025,11:59,L-V: 06:00-22:00  S-D: 08:00-22:00
MOEVE,CARRETERA A-1 KM. 443,20150,Pa#s Vasco,GIPUZKOA,Villabona,AMASA,-2.039361,43.200806,19/09/2025,16:00,L-D: 06:00-22:00
EROSKI,CALLE BREMEN 6,1010,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.708611,42.854694,19/09/2025,08:04,L-D: 24H
ARMENTIA,CALLE ALTO DE ARMENTIA 10,1007,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.700972,42.837111,19/09/2025,11:02,L-D: 24H
AVIA,EXPLANADA PUNTA CEBALLOS S/N,48508,Pa#s Vasco,BIZKAIA,Zierbena,EL PUERTO,-3.100528,43.362194,19/09/2025,12:39,L-D: 24H
EUSKADILOWCOST,BARRIO POL.IND. ISASI 42,48192,Pa#s Vasco,BIZKAIA,Gordexola,ZUBIETE,-3.061972,43.183694,17/09/2025,11:56,L-D: 24H
SHELL,CARRETERA N-I KM. 323,1213,Pa#s Vasco,ARABA/#LAVA,Ribera Baja/Erribera Beitia,RIBABELLOSA,-2.906944,42.710639,19/09/2025,14:00,L-D: 24H
NATURGY,CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA) 2,1230,Pa#s Vasco,ARABA/#LAVA,Iru#a Oka/Iru#a de Oca,NANCLARES DE LA OCA,-2.770694,42.824389,16/09/2025,10:00,L-D: 24H
ALCAMPO,CALLE ARITZ BIDEA S/N,48100,Pa#s Vasco,BIZKAIA,Mungia,MUNGIA,-2.839833,43.354389,15/09/2025,10:04,L-S: 06:00-23:00  D: 08:00-22:20
AVIA,CALLE URTEAGA 28,20570,Pa#s Vasco,GIPUZKOA,Bergara,BERGARA,-2.406556,43.107861,19/09/2025,12:48,L-D: 24H
IDS,CALLE MAZUOLA 4,20305,Pa#s Vasco,GIPUZKOA,Irun,IRUN,-1.83675,43.325722,19/09/2025,00:00,L-D: 24H
ARRIBIDE,POLIGONO ARRIANDI 1,48215,Pa#s Vasco,BIZKAIA,Iurreta,IURRETA,-2.66125,43.182722,08/09/2025,10:51,L-D: 06:30-22:30
EROSKI,BARRIO SAN AGUSTIN S/N,48230,Pa#s Vasco,BIZKAIA,Elorrio,ELORRIO,-2.562639,43.130194,19/09/2025,08:04,L-D: 07:00-19:00
CARREFOUR,CARRETERA BARACALDO VALLE DE TR#PAGA POL IND. IBARZAGARRA KM. S/N,48910,Pa#s Vasco,BIZKAIA,Sestao,SESTAO,-3.004833,43.299861,19/09/2025,11:05,L-S: 07:00-21:30  D: 09:00-15:00
EROSKI,CALLE LEIZEAGA 7,20570,Pa#s Vasco,GIPUZKOA,Bergara,BERGARA,-2.425306,43.122694,19/09/2025,08:04,L-D: 24H
PETROMIRALLES,POL. IND. KARRIKA. PARCELA 6,20140,Pa#s Vasco,GIPUZKOA,Andoain,ANDOAIN,-2.034417,43.206667,15/09/2025,15:00,L-D: 24H
EUSKADILOWCOST,CARRETERA 634 PK 77310 KM  DONOSTIA/SAN SEBASTAIN A SANTANDER Y LA CORU#A POL IND EITUA N#71 KM. 77310,48249,Pa#s Vasco,BIZKAIA,Berriz,EITUA,-2.595917,43.166306,17/09/2025,11:53,L-D: 24H
PETROPRIX,CALLE UBEGUN INDUSTRIGUNEA 1,20809,Pa#s Vasco,GIPUZKOA,Aia,AIA,-2.129028,43.274111,19/09/2025,18:28,L-D: 24H
ORHELA,CALLE EGUILEOR 1,1200,Pa#s Vasco,ARABA/#LAVA,Salvatierra/Agurain,SALVATIERRA O AGURAIN,-2.387694,42.846056,18/09/2025,15:01,L-D: 24H
GERANTISAN,CALLE TRATADO DE MAASTRICH 1,1230,Pa#s Vasco,ARABA/#LAVA,Iru#a Oka/Iru#a de Oca,NANCLARES DE LA OCA,-2.77475,42.82525,15/09/2025,09:30,L-V: 06:00-23:59
EUSKADILOWCOST,POLIGONO POLIGONO INDUSTRIAL S1-2 BALLONTI 2,48530,Pa#s Vasco,BIZKAIA,Ortuella,ORTUELLA,-3.029444,43.31325,17/09/2025,11:54,L-D: 24H
PETROPRIX,POLIGONO UGALDEGUREN 25,48170,Pa#s Vasco,BIZKAIA,Zamudio,ZAMUDIO,-2.872639,43.286,19/09/2025,18:28,L-D: 24H
ES DULANTZI REPSOL,CALLE GASTEIZBIDEA 59,1240,Pa#s Vasco,ARABA/#LAVA,Alegr#a-Dulantzi,ALEGRIA-DULANTZI,-2.519194,42.842917,19/09/2025,07:52,L-D: 07:00-22:00
HAM,CALLE ANTXOTXIPI KALEA 4,20305,Pa#s Vasco,GIPUZKOA,Irun,IRUN,-1.76425,43.339,16/09/2025,12:00,L-D: 24H
GALP,BARRIO SAN ANDRES AUZOA 7,20500,Pa#s Vasco,GIPUZKOA,Arrasate/Mondrag#n,ARRASATE/MONDRAGON,-2.49875,43.048472,19/09/2025,18:00,L-D: 07:00-22:00
Z2OIL,POLIGONO LA CRUZ P-2 7,48170,Pa#s Vasco,BIZKAIA,Zamudio,ZAMUDIO,-2.851,43.276028,15/09/2025,09:12,L-V: 06:00-22:00  S-D: 08:30-20:30
PETROENCINA,"CALLE CARRETERA A GAMA - POLIGONO ""LA RONDINA"" PARCELA I-2",48460,Pa#s Vasco,BIZKAIA,Urdu#a-Ordu#a,ORDU#A,-3.014944,42.986694,16/09/2025,07:23,L-D: 24H
EASYGAS,CARRETERA AMOREBIETA - GERNIKA KM. 26400,48392,Pa#s Vasco,BIZKAIA,Muxika,USPARITXA,-2.685861,43.266222,18/09/2025,09:17,L-D: 24H
EASYGAS,CARRETERA AMOREBIETA - GERNIKA KM. 26400,48392,Pa#s Vasco,BIZKAIA,Muxika,USPARITXA,-2.686306,43.265278,18/09/2025,09:16,L-D: 24H
GM OIL,AVENIDA DE LOS HUETOS 64,1010,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.717833,42.857667,18/09/2025,16:55,L-D: 24H
HAM BILBAO,CALLE REFRADIGAS 1,48001,Pa#s Vasco,BIZKAIA,Bilbao,BILBAO,-3.07225,43.349972,16/09/2025,12:00,L-D: 24H
PETROPRIX,CALLE PORTAL DE GAMARRA 35,1013,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.658583,42.872556,19/09/2025,18:28,L-D: 24H
EUSKADILOWCOST,POLIGONO P.P.I. MENDIETA POZUETA PARCELA5 POLIGONO II 5,48330,Pa#s Vasco,BIZKAIA,Lemoa,LEMOA,-2.785444,43.210917,17/09/2025,11:56,L-D: 24H
UREPEL,PASEO EGIBURUBERRI 6,20100,Pa#s Vasco,GIPUZKOA,Errenteria,ERRENTERIA,-1.899194,43.295417,15/09/2025,06:00,L-D: 24H
AUTO ESTACI#N DE SERVICIO BARAZAR S.A.,CARRETERA 240 KM 126 KM. 126,48144,Pa#s Vasco,BIZKAIA,Zeanuri,ALTZUAGA,-2.711528,43.064917,16/09/2025,11:16,L-V: 07:00-20:00  S-D: 08:00-18:00
GAMARRA LOW COST,CALLE PORTAL DE GAMARRA 37,1013,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.658528,42.872639,16/09/2025,11:17,L-D: 24H
EUSKADILOWCOST,CALLE VENTA DE LA ESTRELLA 5,1006,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.657611,42.837083,17/09/2025,11:57,L-D: 24H
EUSKADILOWCOST,CALLE URBI 4,48970,Pa#s Vasco,BIZKAIA,Basauri,BASAURI,-2.875722,43.23825,17/09/2025,11:57,L-D: 24H
URBI LOW COST,AVENIDA CERVANTES 51,48970,Pa#s Vasco,BIZKAIA,Basauri,ARIZGOITI,-2.879028,43.240944,18/09/2025,10:35,L-D: 24H
SHELL,POLIGONO INDUSTRIAL BARRIO ERGOYEN S/N,20130,Pa#s Vasco,GIPUZKOA,Urnieta,URNIETA,-1.999944,43.234944,19/09/2025,16:00,L-D: 24H
REPSOL,CALLE JOSE MARIA IPARRAGUIRRE 19,1006,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.66,42.836667,19/09/2025,20:00,L-D: 07:00-23:00
REPSOL,CALLE KISKENE 1,48640,Pa#s Vasco,BIZKAIA,Berango,BERANGO,-2.996639,43.372528,19/09/2025,20:00,L-D: 07:00-22:00
EROSKI,POLIGONO SAGASTIKOETXE S/N,48630,Pa#s Vasco,BIZKAIA,Gorliz,URESARANTZE AUZOA,-2.9305,43.408083,19/09/2025,08:04,L-D: 24H
AVIA,CTRA. GERNIKA-AMOREBIETA km KM 15,48300,Pa#s Vasco,BIZKAIA,Gernika-Lumo,GERNIKA-LUMO,-2.686944,43.2965,15/09/2025,20:00,L-V: 06:00-22:00  S-D: 07:00-21:00
AVIA,VIAL MARTUTENE-INCHAURRONDO km 55,20012,Pa#s Vasco,GIPUZKOA,Donostia-San Sebasti#n,DONOSTIA-SAN SEBASTIAN,-1.949639,43.304556,18/09/2025,14:51,L-D: 24H
BP  SALBURUA,CALLE DEBA 1,1013,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.656861,42.856194,19/09/2025,00:00,L-D: 24H
GALP,CARRETERA GI 2638 KM. 3300,20100,Pa#s Vasco,GIPUZKOA,Lezo,LEZO,-1.870861,43.327306,19/09/2025,19:00,L-D: 24H
GUGAS,POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE 8,1015,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.741917,42.845639,16/09/2025,01:07,L-D: 24H
"ARTEA OIL , S.A.",CRTA. N-240 BILBAO - VITORIA (N-240 km 26),48142,Pa#s Vasco,BIZKAIA,Artea,ELEJABEITIA,-2.781,43.134111,12/09/2025,12:14,L-D: 06:00-22:00
INSAUSTI,ARA#ABURU 3-B,20180,Pa#s Vasco,GIPUZKOA,Oiartzun,OIARTZUN,-1.861056,43.317056,18/09/2025,14:24,L-D: 24H
GASOLEOA,POLIGONO POLIGONO IBAI-ONDO 14,20271,Pa#s Vasco,GIPUZKOA,Irura,IRURA,-2.067083,43.165917,15/09/2025,10:07,L-S: 08:00-12:30 y 15:00-19:30
BALLENOIL,BARRIO BALPARDA 8,48980,Pa#s Vasco,BIZKAIA,Santurtzi,BALPARDA,-3.044889,43.318667,19/09/2025,19:45,L-D: 24H
MLC,CALLE LERUN TXIKI MORTERIKA 2,20870,Pa#s Vasco,GIPUZKOA,Elgoibar,ELGOIBAR,-2.406611,43.221333,19/09/2025,12:00,L-D: 24H
CEPSA,CALLE DUSSELDORF 1,1010,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.709972,42.852417,16/09/2025,10:27,L-D: 06:00-23:00
EROSKI,CALLE SAN BARTOLOM# 7,20240,Pa#s Vasco,GIPUZKOA,Ordizia,ORDIZIA,-2.179528,43.051694,19/09/2025,08:04,L-D: 24H
EROSKI,BARRIO BAZTERRETXE AUZOA 2,20720,Pa#s Vasco,GIPUZKOA,Azkoitia,AZKOITIA,-2.303167,43.172361,19/09/2025,08:04,L-D: 24H
BIDEKO,POLIGONO PATAKON 7,48195,Pa#s Vasco,BIZKAIA,Larrabetzu,LARRABETZU,-2.811417,43.263361,19/09/2025,09:21,L: 24H
NAFTE,CALLE BERMEO BIDEA 17,48100,Pa#s Vasco,BIZKAIA,Mungia,MUNGIA,-2.835556,43.358944,16/09/2025,11:29,L-D: 24H
EASYGAS,CALLE LAUAXETA OLERKARI 54,48100,Pa#s Vasco,BIZKAIA,Mungia,ATXURI,-2.856222,43.358917,09/09/2025,08:15,L-D: 24H
VALCARCE,CALLE COMETE SAREA 5,20305,Pa#s Vasco,GIPUZKOA,Irun,BIDASOA,-1.752944,43.337167,18/09/2025,00:00,L-D: 00:00-23:59
VALCARCE,CALLE ANTXOTXIPI 4,20305,Pa#s Vasco,GIPUZKOA,Irun,IRUN,-1.763778,43.339417,18/09/2025,00:00,L-D: 24H
REPSOL,AUTOPISTA AP-8 KM. 22,20120,Pa#s Vasco,GIPUZKOA,Hernani,HERNANI,-1.982444,43.279778,19/09/2025,18:00,L-D: 24H
REPSOL,AUTOPISTA AP-8 KM. 22,20120,Pa#s Vasco,GIPUZKOA,Hernani,HERNANI,-1.98425,43.278472,19/09/2025,19:00,L-D: 24H
MENDIONDO S.COOP.,POLIGONO LEIZOTZ PARC F PAB B S/N,20140,Pa#s Vasco,GIPUZKOA,Andoain,ANDOAIN,-2.005278,43.226,05/09/2025,22:02,L-V: 07:00-19:00  S: 09:30-13:30
SHELL,POLIGONO IGELTZERA KALEA 2,48610,Pa#s Vasco,BIZKAIA,Urduliz,URDULIZ,-2.95975,43.380556,19/09/2025,14:00,L-D: 24H
COCEFOR,ZUAZOBIDEA 4,1015,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.730639,42.846389,15/09/2025,10:03,L-D: 24H
GASOLINERA ZAMUDIO,CARRETERA N 637 KM. 44,48170,Pa#s Vasco,BIZKAIA,Zamudio,ZAMUDIO,-2.896722,43.293278,17/09/2025,02:16,L-D: 06:00-22:00
FUEL TRUCK,CAMINO DONOSTIA IBILBIDEA 60,20115,Pa#s Vasco,GIPUZKOA,Astigarraga,ASTIGARRAGA,-1.951278,43.282583,15/09/2025,08:58,L-V: 06:30-22:00  S-D: 09:00-21:00
LOW COST EUSKADI SL,AVENIDA DEL ZADORRA 144,1193,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,ABERASTURI,-2.670833,42.872389,17/09/2025,11:52,L-D: 24H
XPO TRANSPORT SOLUTIONS SPAIN SL,CALLE PERKATZENE 6,20180,Pa#s Vasco,GIPUZKOA,Oiartzun,ALTZIBAR Y KARRIKA,-1.853111,43.320944,19/09/2025,00:00,L: 24H
PORTUOIL,BARRIO REFRADIGAS 3,48508,Pa#s Vasco,BIZKAIA,Zierbena,EL PUERTO,-3.073861,43.350472,18/09/2025,00:05,L: 24H
ALKARTASUNA USURBILGO BASERRITARREN KOOPERATIBA,POLIGONO ATALLU 26,20170,Pa#s Vasco,GIPUZKOA,Usurbil,USURBIL,-2.047694,43.267778,15/09/2025,10:17,L-D: 24H
686 TLP,BARRIO SALCEDILLO S/N,48510,Pa#s Vasco,BIZKAIA,Valle de Tr#paga-Trapagaran,VALLE DE TRAPAGA,-3.037222,43.305,15/09/2025,14:59,L-V: 06:00-20:00
COOPERATIVA DE TRANSPORTES DEL PUERTO DE PASAJES,ZONA PORTUARIA LA HERRERA S/N,20110,Pa#s Vasco,GIPUZKOA,Pasaia,PASAI SAN PEDRO,-1.934528,43.321639,18/09/2025,00:00,L: 24H
SI,BARRIO ARRUTIEGIA 31,20809,Pa#s Vasco,GIPUZKOA,Aia,ARRUTIEGIA,-2.152194,43.237028,15/09/2025,08:46,L-S: 08:00-13:00 y 16:00-20:00
TRANSARABA,CALLE JUNDIZ 14,1015,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.736361,42.83675,19/09/2025,19:51,L-V: 08:00-19:00
PETROPRIX,CALLE ZIZILION 3,20870,Pa#s Vasco,GIPUZKOA,Elgoibar,ELGOIBAR,-2.419139,43.210333,19/09/2025,18:28,L-D: 07:00-23:00
ZABALGARBI GNC,CAMINO ARTIGAS 10,48001,Pa#s Vasco,BIZKAIA,Bilbao,BILBAO,-2.969056,43.249361,08/09/2025,11:09,L: 24H
GUGAS,CARRETERA ALTO DE BARAZAR CN 240 KM. 28,48144,Pa#s Vasco,BIZKAIA,Zeanuri,ALTZUAGA,-2.711167,43.0655,16/09/2025,01:04,L-D: 24H
COSTCO,AVENIDA BABCOCK WILCOX  POLIGONO IBARZAHARRA 246,48910,Pa#s Vasco,BIZKAIA,Sestao,SESTAO,-3.004222,43.303444,19/09/2025,09:30,L-S: 07:00-22:30
BALLENOIL,CALLE ALTO DE ARMENTIA 23,1007,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.701028,42.836472,19/09/2025,19:45,L-D: 24H
EUSKADILOWCOST,PASEO UBARBURU 6,20014,Pa#s Vasco,GIPUZKOA,Donostia-San Sebasti#n,DONOSTIA-SAN SEBASTIAN,-1.951361,43.302139,17/09/2025,11:58,L-D: 24H
ONA LOWCOST,CALLE AGIRRELANDA 12,1013,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.675944,42.871806,16/09/2025,11:17,L-D: 24H
BALLENOIL,POLIGONO INDUSTRIAL MENDIETA-UZKOA PARCELA II FINCA 1,48330,Pa#s Vasco,BIZKAIA,Lemoa,LEMOA,-2.790222,43.210639,19/09/2025,19:45,L-D: 24H
TRANS.O.GUI.COOP.,POLIGONO I#AUSTI 4B CRTA NACIONAL I KM 416 0,20213,Pa#s Vasco,GIPUZKOA,Idiazabal,IDIAZABAL,-2.221806,43.027472,19/09/2025,12:58,L-D: 06:00-22:00
GASOGAS OLABERRIA,CARRETERA N-1 KM. 417,20212,Pa#s Vasco,GIPUZKOA,Olaberria,OLABERRIA,-2.216917,43.039,15/09/2025,11:00,L-D: 05:30-21:30
SHELL,CALLE PORTAL DE BERGARA 2,1013,Pa#s Vasco,ARABA/#LAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,-2.653139,42.864694,19/09/2025,14:00,L-D: 05:00-23:00
